invoice_id,vendor_name,risk_score,priority_action
390,Vendor IT,0.7817856,Monitor
4928,Vendor IT,0.7544824,Monitor
5898,Vendor IT,0.7833399,Monitor
7670,Vendor IT,0.816292,Monitor
9814,Vendor IT,0.81226385,Monitor
536,Vendor IT,0.8154264,Monitor
2556,Vendor IT,0.7960135,Monitor
2863,Vendor IT,0.8842662,Immediate follow-up
2866,Vendor IT,0.91038316,Immediate follow-up
4164,Vendor IT,0.88976336,Immediate follow-up
4668,Vendor IT,0.84465307,Monitor
6203,Vendor IT,0.7986922,Monitor
6471,Vendor IT,0.7560507,Monitor
8317,Vendor IT,0.76030296,Monitor
8343,Vendor IT,0.8995201,Immediate follow-up
9324,Vendor IT,0.809366,Monitor
9613,Vendor IT,0.8952065,Immediate follow-up
1117,Vendor IT,0.8487077,Monitor
5003,Vendor IT,0.86344594,Immediate follow-up
6707,Vendor IT,0.7543638,Monitor
8392,Vendor IT,0.86801565,Immediate follow-up
2134,Vendor IT,0.7932361,Monitor
3322,Vendor IT,0.79295045,Monitor
5619,Vendor IT,0.81732494,Monitor
5713,Vendor IT,0.7977957,Monitor
6061,Vendor IT,0.8054735,Monitor
6068,Vendor IT,0.89601195,Immediate follow-up
6771,Vendor IT,0.9290566,Immediate follow-up
7230,Vendor IT,0.93772,Immediate follow-up
7918,Vendor IT,0.8709647,Immediate follow-up
8707,Vendor IT,0.9332393,Immediate follow-up
8965,Vendor IT,0.86758244,Immediate follow-up
9442,Vendor IT,0.88639486,Immediate follow-up
9658,Vendor IT,0.8852736,Immediate follow-up
251,Vendor IT,0.86913484,Immediate follow-up
3156,Vendor IT,0.7588521,Monitor
4487,Vendor IT,0.7707569,Monitor
5473,Vendor IT,0.8766406,Immediate follow-up
5612,Vendor IT,0.82872605,Monitor
5765,Vendor IT,0.79967725,Monitor
4804,Vendor IT,0.813769,Monitor
5787,Vendor IT,0.8052711,Monitor
6080,Vendor IT,0.7880589,Monitor
9431,Vendor IT,0.75189847,Monitor
397,Vendor IT,0.83788943,Monitor
1006,Vendor IT,0.84587085,Monitor
3885,Vendor IT,0.77171934,Monitor
5008,Vendor IT,0.8455636,Monitor
6424,Vendor IT,0.75124556,Monitor
7191,Vendor IT,0.7822402,Monitor
7825,Vendor IT,0.80448085,Monitor
7847,Vendor IT,0.7610522,Monitor
8662,Vendor IT,0.81569,Monitor
9056,Vendor IT,0.9250375,Immediate follow-up
9480,Vendor IT,0.94297206,Immediate follow-up
9852,Vendor IT,0.9388145,Immediate follow-up
9867,Vendor IT,0.9934128,Immediate follow-up
718,Vendor IT,0.9821101,Immediate follow-up
1129,Vendor IT,0.8357473,Monitor
7482,Vendor IT,0.8190437,Monitor
8026,Vendor IT,0.77283067,Monitor
2072,Vendor IT,0.8033289,Monitor
2418,Vendor IT,0.7655978,Monitor
2960,Vendor IT,0.77351415,Monitor
3596,Vendor IT,0.7726434,Monitor
5061,Vendor IT,0.7799495,Monitor
8409,Vendor IT,0.88811004,Immediate follow-up
288,Vendor IT,0.75326693,Monitor
937,Vendor IT,0.886748,Immediate follow-up
957,Vendor IT,0.9483734,Immediate follow-up
1224,Vendor IT,0.9183218,Immediate follow-up
1496,Vendor IT,0.9572913,Immediate follow-up
1898,Vendor IT,0.7556298,Monitor
2020,Vendor IT,0.7530293,Monitor
3551,Vendor IT,0.81635535,Monitor
3976,Vendor IT,0.9108601,Immediate follow-up
4715,Vendor IT,0.8377451,Monitor
4776,Vendor IT,0.8272509,Monitor
6160,Vendor IT,0.8504417,Immediate follow-up
6276,Vendor IT,0.8069508,Monitor
7551,Vendor IT,0.7841062,Monitor
8668,Vendor IT,0.8133499,Monitor
9745,Vendor IT,0.8514078,Immediate follow-up
746,Vendor IT,0.8324345,Monitor
2273,Vendor IT,0.7541886,Monitor
2416,Vendor IT,0.8611227,Immediate follow-up
2630,Vendor IT,0.8230551,Monitor
5560,Vendor IT,0.75067794,Monitor
6128,Vendor IT,0.76952344,Monitor
6817,Vendor IT,0.83491963,Monitor
7256,Vendor IT,0.7955258,Monitor
7627,Vendor IT,0.87944317,Immediate follow-up
8041,Vendor IT,0.9378754,Immediate follow-up
8180,Vendor IT,0.8142248,Monitor
8354,Vendor IT,0.8322371,Monitor
9082,Vendor IT,0.76718193,Monitor
9563,Vendor IT,0.7876441,Monitor
1212,Vendor IT,0.8252079,Monitor
1955,Vendor IT,0.8439528,Monitor
1801,Vendor IT,0.83020407,Monitor
5708,Vendor IT,0.83877665,Monitor
6024,Vendor IT,0.77290505,Monitor
9410,Vendor IT,0.7712804,Monitor
9538,Vendor IT,0.7610575,Monitor
2585,Vendor IT,0.7754557,Monitor
6403,Vendor IT,0.78745216,Monitor
7296,Vendor IT,0.8700797,Immediate follow-up
7460,Vendor IT,0.9628911,Immediate follow-up
7756,Vendor IT,0.96888125,Immediate follow-up
7858,Vendor IT,0.9840665,Immediate follow-up
8747,Vendor IT,0.9891368,Immediate follow-up
8904,Vendor IT,0.99235606,Immediate follow-up
8994,Vendor IT,0.9952544,Immediate follow-up
9087,Vendor IT,0.98899686,Immediate follow-up
9342,Vendor IT,0.92726773,Immediate follow-up
9681,Vendor IT,0.96026194,Immediate follow-up
9915,Vendor IT,0.9428642,Immediate follow-up
86,Vendor IT,0.85583264,Immediate follow-up
232,Vendor IT,0.811744,Monitor
7239,Vendor IT,0.8013077,Monitor
9107,Vendor IT,0.8650138,Immediate follow-up
9287,Vendor IT,0.9560476,Immediate follow-up
9640,Vendor IT,0.7920514,Monitor
9830,Vendor IT,0.8483917,Monitor
2319,Vendor IT,0.7528288,Monitor
8333,Vendor IT,0.8092505,Monitor
410,Vendor IT,0.75413305,Monitor
983,Vendor IT,0.7641026,Monitor
1596,Vendor IT,0.7964217,Monitor
2738,Vendor IT,0.83330435,Monitor
2746,Vendor IT,0.88308674,Immediate follow-up
2898,Vendor IT,0.83238137,Monitor
2964,Vendor IT,0.8129165,Monitor
3195,Vendor IT,0.78957057,Monitor
3689,Vendor IT,0.86174715,Immediate follow-up
4924,Vendor IT,0.8538432,Immediate follow-up
5269,Vendor IT,0.7597478,Monitor
5760,Vendor IT,0.80186206,Monitor
8164,Vendor IT,0.8394756,Monitor
8483,Vendor IT,0.7772358,Monitor
8591,Vendor IT,0.84909487,Monitor
9492,Vendor IT,0.85075635,Immediate follow-up
9571,Vendor IT,0.9097253,Immediate follow-up
9783,Vendor IT,0.97060186,Immediate follow-up
93,Vendor IT,0.9650384,Immediate follow-up
2637,Vendor IT,0.9400235,Immediate follow-up
3402,Vendor IT,0.9729346,Immediate follow-up
4026,Vendor IT,0.95244545,Immediate follow-up
4070,Vendor IT,0.9926059,Immediate follow-up
5494,Vendor IT,0.9166951,Immediate follow-up
5635,Vendor IT,0.8738083,Immediate follow-up
5668,Vendor IT,0.8733269,Immediate follow-up
5831,Vendor IT,0.76897246,Monitor
1491,Vendor IT,0.8444838,Monitor
2693,Vendor IT,0.7577532,Monitor
2953,Vendor IT,0.91887736,Immediate follow-up
3177,Vendor IT,0.819383,Monitor
4615,Vendor IT,0.9070731,Immediate follow-up
5158,Vendor IT,0.8059709,Monitor
6725,Vendor IT,0.76316094,Monitor
6921,Vendor IT,0.7756157,Monitor
7221,Vendor IT,0.816422,Monitor
8218,Vendor IT,0.8179887,Monitor
8693,Vendor IT,0.77391934,Monitor
9483,Vendor IT,0.82398987,Monitor
90,Vendor IT,0.8059435,Monitor
231,Vendor IT,0.83599526,Monitor
280,Vendor IT,0.84966695,Monitor
386,Vendor IT,0.9120364,Immediate follow-up
663,Vendor IT,0.8802152,Immediate follow-up
830,Vendor IT,0.83494323,Monitor
6960,Vendor IT,0.75617677,Monitor
9032,Vendor IT,0.79586726,Monitor
943,Vendor IT,0.752468,Monitor
1460,Vendor IT,0.83375955,Monitor
1938,Vendor IT,0.76186585,Monitor
5880,Vendor IT,0.80182225,Monitor
7665,Vendor IT,0.77039295,Monitor
7746,Vendor IT,0.7628978,Monitor
7902,Vendor IT,0.7608001,Monitor
1163,Vendor IT,0.8597424,Immediate follow-up
2283,Vendor IT,0.8419353,Monitor
2695,Vendor IT,0.84481215,Monitor
2843,Vendor IT,0.8144043,Monitor
4177,Vendor IT,0.8037292,Monitor
4477,Vendor IT,0.82618654,Monitor
4779,Vendor IT,0.8118111,Monitor
4953,Vendor IT,0.8967092,Immediate follow-up
5233,Vendor IT,0.87914187,Immediate follow-up
5754,Vendor IT,0.8484436,Monitor
6597,Vendor IT,0.9021047,Immediate follow-up
6777,Vendor IT,0.7541846,Monitor
6800,Vendor IT,0.90450704,Immediate follow-up
6926,Vendor IT,0.9551252,Immediate follow-up
7824,Vendor IT,0.8307376,Monitor
8081,Vendor IT,0.85259354,Immediate follow-up
8573,Vendor IT,0.86718386,Immediate follow-up
8689,Vendor IT,0.89708656,Immediate follow-up
9016,Vendor IT,0.9344302,Immediate follow-up
39,Vendor IT,0.87046206,Immediate follow-up
42,Vendor IT,0.89393926,Immediate follow-up
283,Vendor IT,0.9525456,Immediate follow-up
772,Vendor IT,0.88692737,Immediate follow-up
934,Vendor IT,0.9164064,Immediate follow-up
1157,Vendor IT,0.8550582,Immediate follow-up
1526,Vendor IT,0.8327241,Monitor
5333,Vendor IT,0.77863824,Monitor
5429,Vendor IT,0.84867686,Monitor
5540,Vendor IT,0.8764531,Immediate follow-up
5857,Vendor IT,0.8229249,Monitor
6193,Vendor IT,0.86172557,Immediate follow-up
6198,Vendor IT,0.78842306,Monitor
6772,Vendor IT,0.76641554,Monitor
7060,Vendor IT,0.7635927,Monitor
8509,Vendor IT,0.7704332,Monitor
9114,Vendor IT,0.8074602,Monitor
9772,Vendor IT,0.81010795,Monitor
1426,Vendor IT,0.84638953,Monitor
1487,Vendor IT,0.78639054,Monitor
2089,Vendor IT,0.8650294,Immediate follow-up
2928,Vendor IT,0.8191249,Monitor
2962,Vendor IT,0.87304324,Immediate follow-up
3501,Vendor IT,0.7837407,Monitor
3834,Vendor IT,0.83986336,Monitor
3878,Vendor IT,0.86425924,Immediate follow-up
3930,Vendor IT,0.8201576,Monitor
3998,Vendor IT,0.85816276,Immediate follow-up
4159,Vendor IT,0.9161385,Immediate follow-up
4168,Vendor IT,0.97278374,Immediate follow-up
4287,Vendor IT,0.9277474,Immediate follow-up
4828,Vendor IT,0.97503066,Immediate follow-up
4943,Vendor IT,0.9626658,Immediate follow-up
5482,Vendor IT,0.9238262,Immediate follow-up
6689,Vendor IT,0.9321194,Immediate follow-up
6946,Vendor IT,0.9796125,Immediate follow-up
7281,Vendor IT,0.8250914,Monitor
7313,Vendor IT,0.9320773,Immediate follow-up
7860,Vendor IT,0.83472,Monitor
8084,Vendor IT,0.84245735,Monitor
8107,Vendor IT,0.8398355,Monitor
8204,Vendor IT,0.9012412,Immediate follow-up
8665,Vendor IT,0.775142,Monitor
8938,Vendor IT,0.86021656,Immediate follow-up
9099,Vendor IT,0.821016,Monitor
9308,Vendor IT,0.8119254,Monitor
160,Vendor IT,0.9445505,Immediate follow-up
639,Vendor IT,0.92813045,Immediate follow-up
678,Vendor IT,0.9749843,Immediate follow-up
1454,Vendor IT,0.87962174,Immediate follow-up
1540,Vendor IT,0.91273063,Immediate follow-up
1647,Vendor IT,0.7971722,Monitor
1953,Vendor IT,0.9265396,Immediate follow-up
3119,Vendor IT,0.7515638,Monitor
4075,Vendor IT,0.79892176,Monitor
5306,Vendor IT,0.82847124,Monitor
6673,Vendor IT,0.78352803,Monitor
6834,Vendor IT,0.7946689,Monitor
7705,Vendor IT,0.864863,Immediate follow-up
8178,Vendor IT,0.9574893,Immediate follow-up
9144,Vendor IT,0.8869845,Immediate follow-up
9192,Vendor IT,0.880612,Immediate follow-up
9737,Vendor IT,0.8280692,Monitor
9973,Vendor IT,0.9245238,Immediate follow-up
336,Vendor IT,0.9078577,Immediate follow-up
555,Vendor IT,0.8706143,Immediate follow-up
1109,Vendor IT,0.8925576,Immediate follow-up
1423,Vendor IT,0.7820464,Monitor
1649,Vendor IT,0.8311529,Monitor
2014,Vendor IT,0.8980482,Immediate follow-up
2032,Vendor IT,0.93962055,Immediate follow-up
2302,Vendor IT,0.97201735,Immediate follow-up
2492,Vendor IT,0.96579015,Immediate follow-up
2663,Vendor IT,0.8437187,Monitor
2680,Vendor IT,0.8947341,Immediate follow-up
2681,Vendor IT,0.923404,Immediate follow-up
3054,Vendor IT,0.907262,Immediate follow-up
3744,Vendor IT,0.84405154,Monitor
4496,Vendor IT,0.83866835,Monitor
4726,Vendor IT,0.77743906,Monitor
4987,Vendor IT,0.7868971,Monitor
5377,Vendor IT,0.8146742,Monitor
9433,Vendor IT,0.7898882,Monitor
392,Vendor IT,0.7937515,Monitor
686,Vendor IT,0.7559842,Monitor
1845,Vendor IT,0.8595697,Immediate follow-up
2181,Vendor IT,0.89753664,Immediate follow-up
2401,Vendor IT,0.7718781,Monitor
3033,Vendor IT,0.9062451,Immediate follow-up
3178,Vendor IT,0.922148,Immediate follow-up
3762,Vendor IT,0.85033876,Immediate follow-up
3766,Vendor IT,0.888642,Immediate follow-up
4526,Vendor IT,0.97149163,Immediate follow-up
5571,Vendor IT,0.9269174,Immediate follow-up
6686,Vendor IT,0.9738142,Immediate follow-up
6886,Vendor IT,0.97218376,Immediate follow-up
6970,Vendor IT,0.80650014,Monitor
6983,Vendor IT,0.8224654,Monitor
7231,Vendor IT,0.8886772,Immediate follow-up
7396,Vendor IT,0.87094676,Immediate follow-up
7880,Vendor IT,0.9003532,Immediate follow-up
8469,Vendor IT,0.85842323,Immediate follow-up
8644,Vendor IT,0.93332183,Immediate follow-up
8841,Vendor IT,0.87345093,Immediate follow-up
9008,Vendor IT,0.8629289,Immediate follow-up
4187,Vendor IT,0.84814924,Monitor
4299,Vendor IT,0.84315157,Monitor
5138,Vendor IT,0.89966667,Immediate follow-up
5801,Vendor IT,0.904681,Immediate follow-up
6218,Vendor IT,0.76972014,Monitor
6676,Vendor IT,0.8477799,Monitor
6928,Vendor IT,0.8296387,Monitor
7094,Vendor IT,0.8768107,Immediate follow-up
7474,Vendor IT,0.8557476,Immediate follow-up
7976,Vendor IT,0.8635367,Immediate follow-up
8168,Vendor IT,0.76198316,Monitor
658,Vendor IT,0.807918,Monitor
3460,Vendor IT,0.78354895,Monitor
4189,Vendor IT,0.8440837,Monitor
7514,Vendor IT,0.82905173,Monitor
7527,Vendor IT,0.7692539,Monitor
8773,Vendor IT,0.79103416,Monitor
1479,Vendor IT,0.7647208,Monitor
3211,Vendor IT,0.83015424,Monitor
7112,Vendor IT,0.77989244,Monitor
7577,Vendor IT,0.8166,Monitor
9695,Vendor IT,0.77509385,Monitor
164,Vendor IT,0.7613794,Monitor
220,Vendor IT,0.8257298,Monitor
1323,Vendor IT,0.7866503,Monitor
2382,Vendor IT,0.76880634,Monitor
2979,Vendor IT,0.75108606,Monitor
9762,Vendor IT,0.8098648,Monitor
1345,Vendor IT,0.90509266,Immediate follow-up
1520,Vendor IT,0.82699126,Monitor
1850,Vendor IT,0.83409584,Monitor
4453,Vendor IT,0.75296336,Monitor
4573,Vendor IT,0.88284546,Immediate follow-up
5152,Vendor IT,0.8294923,Monitor
5688,Vendor IT,0.8120736,Monitor
7187,Vendor IT,0.82021683,Monitor
8105,Vendor IT,0.767728,Monitor
8581,Vendor IT,0.7984299,Monitor
8686,Vendor IT,0.9180154,Immediate follow-up
889,Vendor IT,0.807421,Monitor
3672,Vendor IT,0.7681237,Monitor
4457,Vendor IT,0.81753504,Monitor
4792,Vendor IT,0.7770191,Monitor
6663,Vendor IT,0.7922712,Monitor
6881,Vendor IT,0.8368389,Monitor
9115,Vendor IT,0.7786722,Monitor
787,Vendor IT,0.75308985,Monitor
3110,Vendor IT,0.833258,Monitor
5850,Vendor IT,0.86744493,Immediate follow-up
7342,Vendor IT,0.9502559,Immediate follow-up
7631,Vendor IT,0.9279331,Immediate follow-up
8254,Vendor IT,0.7607797,Monitor
8892,Vendor IT,0.9661018,Immediate follow-up
8924,Vendor IT,0.94998103,Immediate follow-up
9665,Vendor IT,0.81026274,Monitor
87,Vendor IT,0.8315034,Monitor
5947,Vendor IT,0.80748653,Monitor
6635,Vendor IT,0.9218289,Immediate follow-up
7582,Vendor IT,0.91905487,Immediate follow-up
443,Vendor IT,0.95949405,Immediate follow-up
1124,Vendor IT,0.9652659,Immediate follow-up
2351,Vendor IT,0.76698047,Monitor
2672,Vendor IT,0.8312553,Monitor
3019,Vendor IT,0.8566502,Immediate follow-up
3484,Vendor IT,0.7842837,Monitor
3558,Vendor IT,0.86558414,Immediate follow-up
4038,Vendor IT,0.78035176,Monitor
4115,Vendor IT,0.7982991,Monitor
5816,Vendor IT,0.76134706,Monitor
6258,Vendor IT,0.78053546,Monitor
7643,Vendor IT,0.76170176,Monitor
7934,Vendor IT,0.78722787,Monitor
8995,Vendor IT,0.9172773,Immediate follow-up
9292,Vendor IT,0.862844,Immediate follow-up
79,Vendor IT,0.9264962,Immediate follow-up
132,Vendor IT,0.96762407,Immediate follow-up
279,Vendor IT,0.8140869,Monitor
314,Vendor IT,0.8764821,Immediate follow-up
656,Vendor IT,0.89747614,Immediate follow-up
990,Vendor IT,0.88610893,Immediate follow-up
2380,Vendor IT,0.9355267,Immediate follow-up
3394,Vendor IT,0.77720255,Monitor
5096,Vendor IT,0.82119936,Monitor
5275,Vendor IT,0.75179255,Monitor
5530,Vendor IT,0.75332695,Monitor
5672,Vendor IT,0.82582253,Monitor
6475,Vendor IT,0.83999133,Monitor
7993,Vendor IT,0.84974796,Monitor
8271,Vendor IT,0.86812,Immediate follow-up
8584,Vendor IT,0.839459,Monitor
9539,Vendor IT,0.8373597,Monitor
424,Vendor IT,0.8568896,Immediate follow-up
1453,Vendor IT,0.80105335,Monitor
1582,Vendor IT,0.8491344,Monitor
2395,Vendor IT,0.7640788,Monitor
3472,Vendor IT,0.8491938,Monitor
3702,Vendor IT,0.8250683,Monitor
4025,Vendor IT,0.7828477,Monitor
4064,Vendor IT,0.88370353,Immediate follow-up
4236,Vendor IT,0.8983262,Immediate follow-up
6115,Vendor IT,0.92617685,Immediate follow-up
6548,Vendor IT,0.9108186,Immediate follow-up
7754,Vendor IT,0.9607513,Immediate follow-up
9488,Vendor IT,0.90496176,Immediate follow-up
2011,Vendor IT,0.7852653,Monitor
2236,Vendor IT,0.7578753,Monitor
3461,Vendor IT,0.78334147,Monitor
3872,Vendor IT,0.8251785,Monitor
4331,Vendor IT,0.91225374,Immediate follow-up
4507,Vendor IT,0.8217527,Monitor
4948,Vendor IT,0.848539,Monitor
5546,Vendor IT,0.9546696,Immediate follow-up
6915,Vendor IT,0.86267555,Immediate follow-up
7293,Vendor IT,0.89352703,Immediate follow-up
1436,Vendor IT,0.8373133,Monitor
7199,Vendor IT,0.75149745,Monitor
8464,Vendor IT,0.7829318,Monitor
8470,Vendor IT,0.83183306,Monitor
9238,Vendor IT,0.78664076,Monitor
9313,Vendor IT,0.88033503,Immediate follow-up
9718,Vendor IT,0.8274105,Monitor
389,Vendor IT,0.87116146,Immediate follow-up
472,Vendor IT,0.88222414,Immediate follow-up
1169,Vendor IT,0.7965669,Monitor
1464,Vendor IT,0.8355563,Monitor
1661,Vendor IT,0.8462502,Monitor
5966,Vendor IT,0.8383915,Monitor
6436,Vendor IT,0.7819473,Monitor
7423,Vendor IT,0.9119182,Immediate follow-up
7448,Vendor IT,0.88575226,Immediate follow-up
7690,Vendor IT,0.8565829,Immediate follow-up
7960,Vendor IT,0.8510322,Immediate follow-up
8552,Vendor IT,0.78389174,Monitor
9918,Vendor IT,0.88633466,Immediate follow-up
1090,Vendor IT,0.83031255,Monitor
1166,Vendor IT,0.7585976,Monitor
1347,Vendor IT,0.7998278,Monitor
2486,Vendor IT,0.83850604,Monitor
2762,Vendor IT,0.9211776,Immediate follow-up
4879,Vendor IT,0.8396847,Monitor
5365,Vendor IT,0.8892478,Immediate follow-up
6836,Vendor IT,0.82169396,Monitor
6914,Vendor IT,0.8844108,Immediate follow-up
7070,Vendor IT,0.8548994,Immediate follow-up
7367,Vendor IT,0.8492765,Monitor
7853,Vendor IT,0.8239304,Monitor
7950,Vendor IT,0.88857347,Immediate follow-up
8925,Vendor IT,0.92599183,Immediate follow-up
9857,Vendor IT,0.84411633,Monitor
1868,Vendor IT,0.8502668,Immediate follow-up
3071,Vendor IT,0.76524836,Monitor
6787,Vendor IT,0.83633196,Monitor
7895,Vendor IT,0.80160016,Monitor
8112,Vendor IT,0.9156795,Immediate follow-up
9441,Vendor IT,0.8790046,Immediate follow-up
46,Vendor IT,0.8047186,Monitor
1408,Vendor IT,0.83272296,Monitor
2158,Vendor IT,0.7823404,Monitor
3136,Vendor IT,0.7915822,Monitor
3954,Vendor IT,0.8367509,Monitor
4805,Vendor IT,0.87127376,Immediate follow-up
5927,Vendor IT,0.921397,Immediate follow-up
6099,Vendor IT,0.87517416,Immediate follow-up
6102,Vendor IT,0.8617206,Immediate follow-up
6729,Vendor IT,0.85648197,Immediate follow-up
7268,Vendor IT,0.8946215,Immediate follow-up
7587,Vendor IT,0.81748664,Monitor
8027,Vendor IT,0.8952699,Immediate follow-up
8148,Vendor IT,0.86597145,Immediate follow-up
8519,Vendor IT,0.7980743,Monitor
9286,Vendor IT,0.7892213,Monitor
9336,Vendor IT,0.8526495,Immediate follow-up
9741,Vendor IT,0.7828223,Monitor
202,Vendor IT,0.8759612,Immediate follow-up
1156,Vendor IT,0.93482184,Immediate follow-up
1398,Vendor IT,0.96660066,Immediate follow-up
2215,Vendor IT,0.96007115,Immediate follow-up
2243,Vendor IT,0.9192208,Immediate follow-up
2517,Vendor IT,0.9713489,Immediate follow-up
2569,Vendor IT,0.9679319,Immediate follow-up
3529,Vendor IT,0.9480119,Immediate follow-up
3603,Vendor IT,0.94535524,Immediate follow-up
3623,Vendor IT,0.88660115,Immediate follow-up
4931,Vendor IT,0.83640325,Monitor
6220,Vendor IT,0.7527089,Monitor
5791,Vendor IT,0.76805234,Monitor
6092,Vendor IT,0.77866715,Monitor
8162,Vendor IT,0.77991784,Monitor
8546,Vendor IT,0.8479592,Monitor
9443,Vendor IT,0.88247603,Immediate follow-up
107,Vendor IT,0.9525063,Immediate follow-up
346,Vendor IT,0.9162058,Immediate follow-up
2347,Vendor IT,0.89970595,Immediate follow-up
