invoice_id,vendor_id,amount,due_in_days,rating,gl_code,invoice_date,due_date,payment_status,label,is_overdue,urgency_score,high_risk_vendor,invoice_age,due_weekday,due_month,due_month_end_flag,due_quarter,vendor_avg_delay,vendor_late_rate,vendor_recent_risk,category_econ_index,vendor_avg_discount,invoice_month,vendor_monthly_volume,category_IT,category_Logistics,category_Maintenance,category_Office Supplies,company_code_C002,company_code_C003,vendor_region_APAC,vendor_region_EMEA,payment_term_45D,payment_term_60D,block_reason_missing PO,block_reason_none,block_reason_price mismatch,risk_score,vendor_name
9420,A001,346,-7,4,400100,2025-03-16 14:33:10.482809,2025-04-30 14:33:10.482809,late,1,1,43.25,0,89,2,4,0,2,9.90829268292683,0.635609756097561,0.8,1.092797576724562,0.015599452033620266,2025-04,134,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9462427,Vendor IT
9949,A001,3788,18,3,400100,2025-03-16 14:33:10.482809,2025-04-30 14:33:10.482809,on_time,0,0,199.3684210526316,0,89,2,4,0,2,9.90829268292683,0.635609756097561,0.7,1.0394633936788147,0.015599452033620266,2025-04,134,True,False,False,False,True,False,False,True,True,False,False,False,True,0.73716533,Vendor IT
257,A001,2906,-8,4,400300,2025-03-17 14:33:10.482809,2025-04-16 14:33:10.482809,late,1,1,322.8888888888889,0,88,2,4,0,2,9.90829268292683,0.635609756097561,0.7,0.949816047538945,0.015599452033620266,2025-04,134,False,True,False,False,False,False,True,False,False,True,False,False,False,0.8597693,Vendor IT
331,A001,1518,23,3,400100,2025-03-17 14:33:10.482809,2025-05-01 14:33:10.482809,late,1,0,63.25,0,88,3,5,0,2,9.90829268292683,0.635609756097561,0.7,1.0394633936788147,0.015599452033620266,2025-05,616,True,False,False,False,False,True,True,False,False,True,True,False,False,0.89716333,Vendor IT
840,A001,2318,10,4,400100,2025-03-17 14:33:10.482809,2025-04-16 14:33:10.482809,on_time,0,0,210.72727272727272,0,88,2,4,0,2,9.90829268292683,0.635609756097561,0.7,0.8624074561769747,0.015599452033620266,2025-04,134,False,False,False,True,True,False,False,True,False,True,False,True,False,0.3271037,Vendor IT
878,A001,3975,6,1,400300,2025-03-17 14:33:10.482809,2025-04-16 14:33:10.482809,late,1,0,567.8571428571429,1,88,2,4,0,2,9.90829268292683,0.635609756097561,0.7,1.092797576724562,0.015599452033620266,2025-04,134,False,False,False,False,False,False,True,False,False,False,True,False,False,0.82232314,Vendor IT
1405,A001,4897,2,4,400100,2025-03-17 14:33:10.482809,2025-05-16 14:33:10.482809,on_time,0,0,1632.3333333333333,0,88,4,5,0,2,9.90829268292683,0.635609756097561,0.6,1.1802857225639665,0.015599452033620266,2025-05,616,False,False,True,False,False,False,False,False,False,False,True,False,False,0.7292625,Vendor IT
1508,A001,4617,-3,5,400200,2025-03-17 14:33:10.482809,2025-05-01 14:33:10.482809,on_time,0,1,1154.25,0,88,3,5,0,2,9.90829268292683,0.635609756097561,0.6,1.1802857225639665,0.015599452033620266,2025-05,616,False,False,True,False,True,False,False,True,True,False,False,False,False,0.6352161,Vendor IT
1569,A001,2515,16,1,400200,2025-03-17 14:33:10.482809,2025-05-16 14:33:10.482809,late,1,0,147.94117647058823,1,88,4,5,0,2,9.90829268292683,0.635609756097561,0.6,1.092797576724562,0.015599452033620266,2025-05,616,False,False,False,False,False,True,False,False,False,True,False,True,False,0.70783716,Vendor IT
1858,A001,1539,-5,5,400100,2025-03-17 14:33:10.482809,2025-04-16 14:33:10.482809,late,1,1,256.5,0,88,2,4,0,2,9.90829268292683,0.635609756097561,0.6,1.092797576724562,0.015599452033620266,2025-04,134,False,False,False,False,False,False,True,False,False,False,False,True,False,0.6478895,Vendor IT
1988,A001,533,11,3,400200,2025-03-17 14:33:10.482809,2025-04-16 14:33:10.482809,late,1,0,44.416666666666664,0,88,2,4,0,2,9.90829268292683,0.635609756097561,0.6,1.0394633936788147,0.015599452033620266,2025-04,134,True,False,False,False,False,True,False,False,True,False,False,False,True,0.7479835,Vendor IT
2000,A001,1495,30,1,400100,2025-03-17 14:33:10.482809,2025-05-01 14:33:10.482809,late,1,0,48.225806451612904,1,88,3,5,0,2,9.90829268292683,0.635609756097561,0.7,0.949816047538945,0.015599452033620266,2025-05,616,False,True,False,False,False,True,True,False,False,False,True,False,False,0.84172064,Vendor IT
2224,A001,1948,6,4,400300,2025-03-17 14:33:10.482809,2025-05-16 14:33:10.482809,on_time,0,0,278.2857142857143,0,88,4,5,0,2,9.90829268292683,0.635609756097561,0.6,1.1802857225639665,0.015599452033620266,2025-05,616,False,False,True,False,False,True,False,True,False,True,False,True,False,0.19125544,Vendor IT
3120,A001,4805,5,5,400200,2025-03-17 14:33:10.482809,2025-05-01 14:33:10.482809,late,1,0,800.8333333333334,0,88,3,5,0,2,9.90829268292683,0.635609756097561,0.6,0.949816047538945,0.015599452033620266,2025-05,616,False,True,False,False,False,True,True,False,True,False,False,False,False,0.69539535,Vendor IT
3427,A001,2712,-10,1,400300,2025-03-17 14:33:10.482809,2025-05-01 14:33:10.482809,late,1,1,246.54545454545453,1,88,3,5,0,2,9.90829268292683,0.635609756097561,0.7,0.8624074561769747,0.015599452033620266,2025-05,616,False,False,False,True,False,False,False,True,False,True,False,True,False,0.8350404,Vendor IT
3795,A001,3214,-8,3,400200,2025-03-17 14:33:10.482809,2025-05-01 14:33:10.482809,late,1,1,357.1111111111111,0,88,3,5,0,2,9.90829268292683,0.635609756097561,0.7,1.0394633936788147,0.015599452033620266,2025-05,616,True,False,False,False,False,True,True,False,False,False,False,False,False,0.90477777,Vendor IT
3889,A001,143,8,3,400200,2025-03-17 14:33:10.482809,2025-05-16 14:33:10.482809,late,1,0,15.88888888888889,0,88,4,5,0,2,9.90829268292683,0.635609756097561,0.8,1.092797576724562,0.015599452033620266,2025-05,616,False,False,False,False,False,False,False,False,False,True,False,False,False,0.95972776,Vendor IT
5398,A001,707,0,5,400200,2025-03-17 14:33:10.482809,2025-05-16 14:33:10.482809,late,1,0,707.0,0,88,4,5,0,2,9.90829268292683,0.635609756097561,0.9,1.0394633936788147,0.015599452033620266,2025-05,616,True,False,False,False,True,False,True,False,True,False,True,False,False,0.94931203,Vendor IT
5590,A001,1180,20,3,400300,2025-03-17 14:33:10.482809,2025-04-16 14:33:10.482809,on_time,0,0,56.19047619047619,0,88,2,4,0,2,9.90829268292683,0.635609756097561,0.8,0.8624074561769747,0.015599452033620266,2025-04,134,False,False,False,True,False,True,True,False,False,False,True,False,False,0.8433316,Vendor IT
5818,A001,205,21,2,400100,2025-03-17 14:33:10.482809,2025-05-01 14:33:10.482809,late,1,0,9.318181818181818,1,88,3,5,0,2,9.90829268292683,0.635609756097561,0.8,1.092797576724562,0.015599452033620266,2025-05,616,False,False,False,False,False,True,True,False,True,False,False,True,False,0.8190432,Vendor IT
5852,A001,3661,24,5,400300,2025-03-17 14:33:10.482809,2025-05-16 14:33:10.482809,on_time,0,0,146.44,0,88,4,5,0,2,9.90829268292683,0.635609756097561,0.7,1.0394633936788147,0.015599452033620266,2025-05,616,True,False,False,False,False,False,False,True,True,False,False,True,False,0.24752955,Vendor IT
5871,A001,3179,10,3,400100,2025-03-17 14:33:10.482809,2025-05-01 14:33:10.482809,late,1,0,289.0,0,88,3,5,0,2,9.90829268292683,0.635609756097561,0.7,1.0394633936788147,0.015599452033620266,2025-05,616,True,False,False,False,True,False,False,True,False,True,False,False,True,0.8352951,Vendor IT
6183,A001,4914,1,3,400200,2025-03-17 14:33:10.482809,2025-05-16 14:33:10.482809,late,1,0,2457.0,0,88,4,5,0,2,9.90829268292683,0.635609756097561,0.8,0.949816047538945,0.015599452033620266,2025-05,616,False,True,False,False,False,True,False,False,True,False,False,True,False,0.40918246,Vendor IT
6619,A001,532,7,4,400200,2025-03-17 14:33:10.482809,2025-04-16 14:33:10.482809,late,1,0,66.5,0,88,2,4,0,2,9.90829268292683,0.635609756097561,0.8,0.949816047538945,0.015599452033620266,2025-04,134,False,True,False,False,False,True,False,True,False,True,False,False,False,0.8984792,Vendor IT
6764,A001,1303,24,4,400300,2025-03-17 14:33:10.482809,2025-05-16 14:33:10.482809,late,1,0,52.12,0,88,4,5,0,2,9.90829268292683,0.635609756097561,0.8,1.092797576724562,0.015599452033620266,2025-05,616,False,False,False,False,False,True,False,False,True,False,False,False,False,0.8794626,Vendor IT
6791,A001,2640,12,5,400100,2025-03-17 14:33:10.482809,2025-04-16 14:33:10.482809,on_time,0,0,203.07692307692307,0,88,2,4,0,2,9.90829268292683,0.635609756097561,0.7,0.8624074561769747,0.015599452033620266,2025-04,134,False,False,False,True,False,False,False,True,False,True,True,False,False,0.7325662,Vendor IT
6996,A001,3219,-3,2,400200,2025-03-17 14:33:10.482809,2025-05-01 14:33:10.482809,late,1,1,804.75,1,88,3,5,0,2,9.90829268292683,0.635609756097561,0.7,1.1802857225639665,0.015599452033620266,2025-05,616,False,False,True,False,True,False,False,False,False,True,True,False,False,0.82084054,Vendor IT
7382,A001,1069,12,1,400100,2025-03-17 14:33:10.482809,2025-04-16 14:33:10.482809,on_time,0,0,82.23076923076923,1,88,2,4,0,2,9.90829268292683,0.635609756097561,0.6,0.8624074561769747,0.015599452033620266,2025-04,134,False,False,False,True,False,False,False,False,True,False,False,False,False,0.7464523,Vendor IT
7388,A001,2952,3,5,400100,2025-03-17 14:33:10.482809,2025-04-16 14:33:10.482809,late,1,0,738.0,0,88,2,4,0,2,9.90829268292683,0.635609756097561,0.7,0.8624074561769747,0.015599452033620266,2025-04,134,False,False,False,True,True,False,True,False,True,False,False,False,True,0.7436902,Vendor IT
9284,A001,3952,23,1,400100,2025-03-17 14:33:10.482809,2025-05-01 14:33:10.482809,late,1,0,164.66666666666666,1,88,3,5,0,2,9.90829268292683,0.635609756097561,0.7,1.092797576724562,0.015599452033620266,2025-05,616,False,False,False,False,True,False,False,False,False,False,False,False,False,0.80021954,Vendor IT
9523,A001,343,5,5,400100,2025-03-17 14:33:10.482809,2025-04-16 14:33:10.482809,on_time,0,0,57.166666666666664,0,88,2,4,0,2,9.90829268292683,0.635609756097561,0.7,1.0394633936788147,0.015599452033620266,2025-04,134,True,False,False,False,True,False,False,False,True,False,False,False,True,0.6823801,Vendor IT
9802,A001,3727,-1,1,400300,2025-03-17 14:33:10.482809,2025-05-16 14:33:10.482809,late,1,1,1863.5,1,88,4,5,0,2,9.90829268292683,0.635609756097561,0.7,1.0394633936788147,0.015599452033620266,2025-05,616,True,False,False,False,True,False,False,False,False,True,False,True,False,0.6499103,Vendor IT
274,A001,3280,23,2,400200,2025-03-18 14:33:10.482809,2025-04-17 14:33:10.482809,late,1,0,136.66666666666666,1,87,3,4,0,2,9.90829268292683,0.635609756097561,0.7,1.1802857225639665,0.015599452033620266,2025-04,134,False,False,True,False,False,True,True,False,True,False,False,False,True,0.7528461,Vendor IT
405,A001,4989,-3,1,400200,2025-03-18 14:33:10.482809,2025-05-17 14:33:10.482809,late,1,1,1247.25,1,87,5,5,0,2,9.90829268292683,0.635609756097561,0.7,1.092797576724562,0.015599452033620266,2025-05,616,False,False,False,False,True,False,False,False,True,False,False,True,False,0.85999465,Vendor IT
654,A001,4465,15,1,400100,2025-03-18 14:33:10.482809,2025-05-02 14:33:10.482809,late,1,0,279.0625,1,87,4,5,0,2,9.90829268292683,0.635609756097561,0.7,0.8624074561769747,0.015599452033620266,2025-05,616,False,False,False,True,False,False,False,False,False,False,True,False,False,0.8211611,Vendor IT
1057,A001,2530,13,1,400300,2025-03-18 14:33:10.482809,2025-05-17 14:33:10.482809,late,1,0,180.71428571428572,1,87,5,5,0,2,9.90829268292683,0.635609756097561,0.8,0.949816047538945,0.015599452033620266,2025-05,616,False,True,False,False,False,False,True,False,False,True,False,True,False,0.83584833,Vendor IT
1313,A001,656,-3,3,400200,2025-03-18 14:33:10.482809,2025-04-17 14:33:10.482809,late,1,1,164.0,0,87,3,4,0,2,9.90829268292683,0.635609756097561,0.8,0.949816047538945,0.015599452033620266,2025-04,134,False,True,False,False,False,False,False,True,False,False,False,False,True,0.87690985,Vendor IT
1756,A001,4523,8,3,400100,2025-03-18 14:33:10.482809,2025-05-02 14:33:10.482809,on_time,0,0,502.55555555555554,0,87,4,5,0,2,9.90829268292683,0.635609756097561,0.8,1.0394633936788147,0.015599452033620266,2025-05,616,True,False,False,False,False,False,False,False,False,False,False,True,False,0.47413164,Vendor IT
1839,A001,1098,25,1,400100,2025-03-18 14:33:10.482809,2025-04-17 14:33:10.482809,late,1,0,42.23076923076923,1,87,3,4,0,2,9.90829268292683,0.635609756097561,0.8,0.8624074561769747,0.015599452033620266,2025-04,134,False,False,False,True,True,False,False,True,False,True,True,False,False,0.8782837,Vendor IT
1873,A001,971,-8,1,400100,2025-03-18 14:33:10.482809,2025-05-02 14:33:10.482809,on_time,0,1,107.88888888888889,1,87,4,5,0,2,9.90829268292683,0.635609756097561,0.7,1.0394633936788147,0.015599452033620266,2025-05,616,True,False,False,False,False,False,False,True,True,False,False,True,False,0.8093978,Vendor IT
2266,A001,1016,15,4,400100,2025-03-18 14:33:10.482809,2025-05-02 14:33:10.482809,late,1,0,63.5,0,87,4,5,0,2,9.90829268292683,0.635609756097561,0.8,1.092797576724562,0.015599452033620266,2025-05,616,False,False,False,False,False,True,False,False,True,False,False,False,True,0.8478599,Vendor IT
2503,A001,4341,-8,3,400300,2025-03-18 14:33:10.482809,2025-05-17 14:33:10.482809,late,1,1,482.3333333333333,0,87,5,5,0,2,9.90829268292683,0.635609756097561,0.8,0.949816047538945,0.015599452033620266,2025-05,616,False,True,False,False,False,False,False,True,True,False,False,True,False,0.86428505,Vendor IT
2696,A001,2577,11,5,400200,2025-03-18 14:33:10.482809,2025-05-17 14:33:10.482809,late,1,0,214.75,0,87,5,5,0,2,9.90829268292683,0.635609756097561,0.8,0.949816047538945,0.015599452033620266,2025-05,616,False,True,False,False,False,True,True,False,True,False,False,False,True,0.87657434,Vendor IT
2831,A001,1889,26,2,400300,2025-03-18 14:33:10.482809,2025-05-02 14:33:10.482809,late,1,0,69.96296296296296,1,87,4,5,0,2,9.90829268292683,0.635609756097561,0.8,1.0394633936788147,0.015599452033620266,2025-05,616,True,False,False,False,False,True,True,False,False,False,False,False,True,0.8732561,Vendor IT
2871,A001,924,23,5,400100,2025-03-18 14:33:10.482809,2025-05-17 14:33:10.482809,on_time,0,0,38.5,0,87,5,5,0,2,9.90829268292683,0.635609756097561,0.7,1.1802857225639665,0.015599452033620266,2025-05,616,False,False,True,False,False,True,False,True,True,False,False,False,False,0.60626906,Vendor IT
3023,A001,460,2,3,400300,2025-03-18 14:33:10.482809,2025-05-02 14:33:10.482809,late,1,0,153.33333333333334,0,87,4,5,0,2,9.90829268292683,0.635609756097561,0.7,0.8624074561769747,0.015599452033620266,2025-05,616,False,False,False,True,True,False,True,False,False,True,True,False,False,0.8387119,Vendor IT
3316,A001,434,-1,4,400100,2025-03-18 14:33:10.482809,2025-05-02 14:33:10.482809,on_time,0,1,217.0,0,87,4,5,0,2,9.90829268292683,0.635609756097561,0.6,0.949816047538945,0.015599452033620266,2025-05,616,False,True,False,False,False,False,False,False,False,False,False,True,False,0.5481941,Vendor IT
3882,A001,1928,4,5,400100,2025-03-18 14:33:10.482809,2025-05-02 14:33:10.482809,on_time,0,0,385.6,0,87,4,5,0,2,9.90829268292683,0.635609756097561,0.6,0.8624074561769747,0.015599452033620266,2025-05,616,False,False,False,True,False,False,False,True,False,True,True,False,False,0.73791075,Vendor IT
3921,A001,3204,-7,5,400200,2025-03-18 14:33:10.482809,2025-04-17 14:33:10.482809,late,1,1,400.5,0,87,3,4,0,2,9.90829268292683,0.635609756097561,0.6,1.092797576724562,0.015599452033620266,2025-04,134,False,False,False,False,True,False,False,False,False,False,False,False,False,0.75364006,Vendor IT
4572,A001,3984,25,3,400100,2025-03-18 14:33:10.482809,2025-05-17 14:33:10.482809,on_time,0,0,153.23076923076923,0,87,5,5,0,2,9.90829268292683,0.635609756097561,0.6,1.1802857225639665,0.015599452033620266,2025-05,616,False,False,True,False,False,True,False,False,False,False,False,True,False,0.14168774,Vendor IT
4616,A001,2100,22,2,400100,2025-03-18 14:33:10.482809,2025-04-17 14:33:10.482809,late,1,0,91.30434782608695,1,87,3,4,0,2,9.90829268292683,0.635609756097561,0.6,1.1802857225639665,0.015599452033620266,2025-04,134,False,False,True,False,False,False,False,True,True,False,True,False,False,0.6786524,Vendor IT
5045,A001,1141,-9,1,400200,2025-03-18 14:33:10.482809,2025-05-17 14:33:10.482809,on_time,0,1,114.1,1,87,5,5,0,2,9.90829268292683,0.635609756097561,0.5,1.0394633936788147,0.015599452033620266,2025-05,616,True,False,False,False,True,False,True,False,True,False,False,False,False,0.4420165,Vendor IT
5460,A001,268,7,5,400300,2025-03-18 14:33:10.482809,2025-05-17 14:33:10.482809,on_time,0,0,33.5,0,87,5,5,0,2,9.90829268292683,0.635609756097561,0.4,1.0394633936788147,0.015599452033620266,2025-05,616,True,False,False,False,True,False,True,False,False,False,False,True,False,0.095020235,Vendor IT
6046,A001,511,15,3,400100,2025-03-18 14:33:10.482809,2025-05-17 14:33:10.482809,on_time,0,0,31.9375,0,87,5,5,0,2,9.90829268292683,0.635609756097561,0.3,0.949816047538945,0.015599452033620266,2025-05,616,False,True,False,False,False,True,True,False,False,False,False,True,False,0.10283284,Vendor IT
6445,A001,4684,19,2,400100,2025-03-18 14:33:10.482809,2025-05-17 14:33:10.482809,on_time,0,0,234.2,1,87,5,5,0,2,9.90829268292683,0.635609756097561,0.3,1.092797576724562,0.015599452033620266,2025-05,616,False,False,False,False,False,True,True,False,False,False,True,False,False,0.36739936,Vendor IT
7114,A001,3234,21,3,400300,2025-03-18 14:33:10.482809,2025-04-17 14:33:10.482809,late,1,0,147.0,0,87,3,4,0,2,9.90829268292683,0.635609756097561,0.3,1.092797576724562,0.015599452033620266,2025-04,134,False,False,False,False,False,True,True,False,True,False,False,False,False,0.4023536,Vendor IT
7236,A001,2077,-4,4,400200,2025-03-18 14:33:10.482809,2025-04-17 14:33:10.482809,late,1,1,415.4,0,87,3,4,0,2,9.90829268292683,0.635609756097561,0.4,1.1802857225639665,0.015599452033620266,2025-04,134,False,False,True,False,True,False,False,False,False,False,False,False,True,0.48314995,Vendor IT
7469,A001,1873,11,3,400200,2025-03-18 14:33:10.482809,2025-05-02 14:33:10.482809,late,1,0,156.08333333333334,0,87,4,5,0,2,9.90829268292683,0.635609756097561,0.5,0.8624074561769747,0.015599452033620266,2025-05,616,False,False,False,True,True,False,True,False,False,True,True,False,False,0.77784795,Vendor IT
7607,A001,789,-4,4,400200,2025-03-18 14:33:10.482809,2025-05-02 14:33:10.482809,late,1,1,157.8,0,87,4,5,0,2,9.90829268292683,0.635609756097561,0.5,0.949816047538945,0.015599452033620266,2025-05,616,False,True,False,False,False,False,True,False,False,False,False,True,False,0.7129352,Vendor IT
8054,A001,3944,15,2,400300,2025-03-18 14:33:10.482809,2025-05-17 14:33:10.482809,on_time,0,0,246.5,1,87,5,5,0,2,9.90829268292683,0.635609756097561,0.5,0.8624074561769747,0.015599452033620266,2025-05,616,False,False,False,True,True,False,False,False,False,False,True,False,False,0.5419711,Vendor IT
